source_table,source_row_id,organization_id,store_id,identifiers_json,conflict_product_ids_json
amazon_manage_fba_inventory,0063dcb9-583a-417e-89eb-64173a881671,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00316946-ven1"",""asin"":""B014GMV7RC"",""fnsku"":""X003B9M349"",""title"":""Bob's Red Mill Pure Baking Soda -- 16 oz (Pack of 2)""}","[""746a5d7f-31e3-41f1-a870-c23126008f2a"",""c5d7c534-813d-468c-9385-e5fc83b88077""]"
amazon_manage_fba_inventory,008ddbbf-60d1-4c62-aa65-5d16f640d2cd,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00125129-ven"",""asin"":""B01LX73VAM"",""fnsku"":""X003H4OXM3"",""title"":""GRINGO BANDITO Green Hot Sauce, 5 FZ""}","[""225373e2-0dd4-40b3-bf5f-82daa252a514"",""b36a9aa0-2735-4b5b-82de-0748024c3f29""]"
amazon_manage_fba_inventory,0a7e8fb9-eeb5-4c51-911d-ae451a3dbec8,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""LIT-TOR-VEN-05312"",""asin"":""B0BN72839C"",""fnsku"":""X003P156G5"",""title"":""Cane Sugar Syrup Sweetener 25.4 Ounces,Cane Sugar with Little Squirt Syrup Pump""}","[""5e257a2a-e036-48c5-81b1-97de92b04b67"",""55a94316-e41a-4fc4-a19e-44a2f8fd0d73""]"
amazon_manage_fba_inventory,0e47c455-5160-48e6-aee1-fada7fd132d3,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""EF-GZ0U-TGV6"",""asin"":""B07VHWB2H8"",""fnsku"":""B07VHWB2H8"",""title"":""PALMOLIVE Original Dish Detergent Liquid Green Plastic JUG RP 102 OZ""}","[""65de60c8-04de-42ab-8684-6dedd27971a1"",""a7945af3-d170-4da3-81be-14a94ee8ffea""]"
amazon_manage_fba_inventory,0f268a36-2749-4317-a45b-afca54a9d49b,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""TK-L2JJ-QIRX"",""asin"":""B088KR43RM"",""fnsku"":""X004JUVL47"",""title"":""Boston America Dungeon and Dragons D&D DND D20 +1 Potion Sour Candy Collectible Tin - One (1) Tin - Sour Cherry Flavor""}","[""8665889e-ae02-47cd-9e74-b4156fc73be5"",""fe99a598-e68b-4af5-9c5f-8496a9cf4ead""]"
amazon_manage_fba_inventory,10e69135-665d-4353-bbc3-46daa50f9fae,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B08HJJ12HH-VEN"",""asin"":""B09RG1BW7B"",""fnsku"":""X003ZY4VAT"",""title"":""Almased Meal Replacement Shake - Low-Glycemic High Plant Base Protein Powder- Nutritional Weight Health Support Supplement - Original Flavor - 17.6 oz""}","[""4caa32e7-cf99-4c38-a16e-73472b40eaa1"",""f7970aaa-f2f0-4984-8e31-4ff5ce484bc2""]"
amazon_manage_fba_inventory,1325dd52-bfb0-41b2-a834-c88d956236a6,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""P4-5J33-OXB5"",""asin"":""B004WFDUII"",""fnsku"":""X002P0QIMX"",""title"":""Neutrogena Rainbath Shower & Bath Gel, 40oz, 1count, Cleanses, Softens, Conditions Skin, Fragrance Blend of Spices, Fruits, Herbs""}","[""6e82e8d4-a772-40d3-98e7-7d3af1b5430a"",""d3c13b06-de46-42e2-bee8-8ad1c74d14f2""]"
amazon_manage_fba_inventory,15c2a87b-f09d-4fcb-b17a-df9644b72de7,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00726190-ven1"",""asin"":""B019IKHF3M"",""fnsku"":""X003B9M2R7"",""title"":""Bob's Red Mill Artisan Bread Flour, 80 Ounces""}","[""8cd16089-10ba-4469-b661-15cfe1841661"",""9e3979e0-8591-4b16-9366-80b3315bd52b""]"
amazon_manage_fba_inventory,1bdfdd62-b0ca-47a5-8b74-07ebe657e8ba,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B00MFC53LW-P102027"",""asin"":""B00MFC53LW"",""fnsku"":""X003XCI0RX"",""title"":""Bob's Red Mill Whole Wheat Flour - 5 lb""}","[""3c2693fa-5ed6-4fe9-a652-1d777affaf8d"",""478bffba-11e9-49bc-992f-5cda58fff78d""]"
amazon_manage_fba_inventory,20bbabee-8287-4396-8cba-89be389a5c41,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B092JSHQH7-BOB-VEN"",""asin"":""B092JSHQH7"",""fnsku"":""X003T17BGT"",""title"":""Bob's Red Mill Organic Gluten Free Creamy Buckwheat Hot Cereal, 18 Ounce (Pack of 2)""}","[""8516ccc2-9dd5-4736-920e-ebe83bd3ff80"",""e471da8d-6a58-45a6-9d3e-a8ba48938a90""]"
