source_table,source_row_id,organization_id,store_id,identifiers_json,conflict_product_ids_json
amazon_amazon_fulfilled_inventory,002e48a9-daa3-4ad2-937b-0ddd44ea5c5b,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B08SRCR2X9-BOB-VEN"",""asin"":""B08SRCR2X9"",""fnsku"":""X003T1G6MJ""}","[""bbbca668-756d-4be6-a14f-27abeeebf2da"",""534f3514-265a-4325-a19c-14504056d1b8""]"
amazon_amazon_fulfilled_inventory,0072cb56-b9f0-4bce-946f-e4c8306047ae,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""NF-17KD-SI4Y"",""asin"":""B00OPQZJA6"",""fnsku"":""X002HCFTG5""}","[""9fb7fafe-57f2-4f16-b235-4fcc8b2f4740"",""4eb9dbba-9233-4d2b-b29a-08d6fad6488f""]"
amazon_amazon_fulfilled_inventory,00d0e1c2-9b4e-4868-8f67-fc74768fb72f,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""EZ-WJJW-2R70"",""asin"":""B000CHKHHM"",""fnsku"":""X002ETD4L3""}","[""6d5324da-327d-4545-9c1d-53480ba2bf10"",""1d7d1aeb-6b4b-4187-9186-6aa6b93f7ad4"",""d31323a7-6b88-4f81-a062-41dd6da84f9b"",""faca2ae6-6f0e-4e35-894a-96818b877149""]"
amazon_amazon_fulfilled_inventory,00f9f786-867a-45db-bb0b-971e486d2930,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""AAA-M-AR048A-B000BH3K86"",""asin"":""B000BH3K86"",""fnsku"":""X003RJSXXX""}","[""daf76369-f82b-4b80-a230-200f1d6800fe"",""3bf273c9-69b8-4e84-ac6f-7a9f778ae629"",""72738a66-e27a-45c1-ac2c-3f0f27f949d9"",""a8d0791d-8a65-4063-b008-8f4845d40217""]"
amazon_amazon_fulfilled_inventory,012c5e9f-c65b-4434-b41f-db93992f5aa7,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""2024NOV30-B01LTHL4RA"",""asin"":""B01LTHL4RA"",""fnsku"":""X003WI96I5""}","[""790270aa-dd49-48e0-8fab-463927fdff74"",""d0103cbb-36fc-4e63-86e3-1ca4bae21465""]"
amazon_amazon_fulfilled_inventory,015bc56a-764f-4737-a756-832d81955093,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""02012023-return-B01MQK0QR2"",""asin"":""B01MQK0QR2"",""fnsku"":""X003AW2RCF""}","[""18a8c36f-43ff-4359-ba58-5a816e8e414b"",""8df06bfa-414b-4c42-9d3c-30497b83a09f""]"
amazon_amazon_fulfilled_inventory,0162d3f7-9603-471e-99f5-db7c99e558d5,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B07DNJ22JY-VEN"",""asin"":""B07DNJ22JY"",""fnsku"":""X003VTCXK3""}","[""80d53e59-9e0a-4b30-9120-17a2ce3f166a"",""9b450cf3-cc7d-4dab-8896-b400d86f76a0""]"
amazon_amazon_fulfilled_inventory,0167e5ee-3bca-43cd-860a-35992d95c2c3,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""06-7906-ven"",""asin"":""B007CDFTXG"",""fnsku"":""X0031C2LKR""}","[""7ec4e247-693c-43a0-9d0d-54b042043442"",""26e357bf-9df0-4a16-a565-0668b93b612b""]"
amazon_amazon_fulfilled_inventory,01dd456e-df14-4018-b4af-28e46b59c08e,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""8S-ZGOK-B6ZJ"",""asin"":""B002SHR0LA"",""fnsku"":""X003IV7ARZ""}","[""f3f16028-9b89-4ede-89ac-40e60b782f1a"",""77fd9ae9-b9e5-4f07-a98e-201ec7598a17""]"
amazon_amazon_fulfilled_inventory,01fffbf7-ed74-4387-a403-bdb8bd7b4d09,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00348617-ven"",""asin"":""B004O8KA8G"",""fnsku"":""X003BA2C5N""}","[""15cbf6ea-6ab6-46bb-a93d-bff340b66394"",""bdc5059d-381c-4815-a0bd-d55b098d4a19""]"
amazon_amazon_fulfilled_inventory,022800b0-c808-4bc9-bbec-c5372d1d4f3a,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""AAA-521001-B00QVVXDAG"",""asin"":""B00QVVXDAG"",""fnsku"":""X003RLS0BB""}","[""95c71a84-1a45-43c2-8e5b-f46024e9122d"",""4138ba90-4616-490b-8961-faec9799d625"",""04010b6c-708c-4dbc-808d-9d64826b6047""]"
amazon_amazon_fulfilled_inventory,0251af02-fdae-45f2-853a-e86d5e5f480b,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B06XMY9XKP-VEN"",""asin"":""B06XMY9XKP"",""fnsku"":""X003Z30H3F""}","[""96104076-ba48-40a9-83fd-485689b3d70c"",""67df830f-4b33-4fde-9411-556f66a4ba90""]"
amazon_amazon_fulfilled_inventory,0264c9dc-fff0-45a3-9939-d6d80d18102d,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""CF-36AN-AHVY"",""asin"":""B075YCKWXX"",""fnsku"":""X002TPH05N""}","[""d82f8ff0-f8ac-4538-ac06-7984a8796aea"",""8f86bee8-faf8-4362-a1e8-84372cdcbc52"",""972d09e3-4f31-44e9-bc8c-f9d123e53582""]"
amazon_amazon_fulfilled_inventory,0280d42f-d7da-4943-9f35-1f7f03ce6896,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00322454-ven1"",""asin"":""B0945DX975"",""fnsku"":""X003B9LYY9""}","[""95676842-004d-4142-b754-363f52e53d27"",""ca14a1fe-315d-43ed-acf4-1171ed34a738""]"
amazon_amazon_fulfilled_inventory,02839f13-8ac4-4898-856e-213a893d5278,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""74-2CN0-IR1O"",""asin"":""B00G01O8D8"",""fnsku"":""X0025CGAD3""}","[""77188d37-8c06-4051-b454-99a6d212de5d"",""eeb99e2c-95e9-4fe6-8ae5-7fe703aa0c31""]"
amazon_amazon_fulfilled_inventory,02c568bb-f667-4909-87fa-3690670c6aba,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""MZ-EOBN-CDO1"",""asin"":""B00365O5H0"",""fnsku"":""X002L1N9F5""}","[""95c89ad6-9b3d-4685-82e9-77c5c0d5d308"",""5a2f9fda-de41-449c-bf1a-6f0e87feb2cc"",""78147b0d-1f2b-4953-a4e8-cc22d9879d82"",""da9fb4f1-775c-4231-8920-0ebed1c9b5e9""]"
amazon_amazon_fulfilled_inventory,02e7f8e9-6118-40d1-921c-2a834c6f7a5c,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""amzn.gr.B08141WSJ1-VEN-WP2OXYCKLlRSFj-PO"",""asin"":""B08141WSJ1"",""fnsku"":""X004B2DCBD""}","[""97fde81a-a19d-43dc-a047-190e54484224"",""7a1c2c96-8448-406e-aad4-bb8061db5c21""]"
amazon_amazon_fulfilled_inventory,0339574c-8ea7-477c-a08c-04a12503f725,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""MW-1645-C3NC"",""asin"":""B07GBR8NSF"",""fnsku"":""X002NEV083""}","[""3a66ecb0-6019-4034-87f3-c259cac0e017"",""532bc3d0-c695-45ac-861a-99cd5a2e0bc0"",""c73fc411-11af-47f8-97ed-b9a07b14ecaf""]"
amazon_amazon_fulfilled_inventory,033dca5e-7676-4d17-b0e8-61ce1d242cc8,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""6-171355-vend"",""asin"":""B001ET77YI"",""fnsku"":""X0033DCTL5""}","[""db566b78-4b10-4871-ae77-3a36902e35a5"",""8116053f-87c3-4815-bb76-a17051ce9cec"",""a3afab67-4a11-49d3-b5fa-a43b4d9e0cde""]"
amazon_amazon_fulfilled_inventory,033ebd8f-864f-47b6-9516-311f8780022f,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""2024AUG25-B000HKR6S2"",""asin"":""B000HKR6S2"",""fnsku"":""X003VKPV7T""}","[""482be2b5-aace-4763-86b0-f152e498d3e8"",""670bcbba-bacf-46c3-bff0-cbe6e6a1d5b4"",""b0486568-60ff-45ba-bdf4-fc09c330330d"",""c6a5c352-a577-4a03-91ab-50ced68214c5""]"
amazon_amazon_fulfilled_inventory,03640ab8-52b7-4bf6-8933-24e2b99fd417,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""04012023-return-B004LGUA40"",""asin"":""B004LGUA40"",""fnsku"":""X003AW2QA3""}","[""28ff824f-99a5-4534-ba5f-de72dc6f82fb"",""7ea9c140-165e-430c-abf0-ef09a392ab81"",""b55ee990-bfb5-49ff-ab6e-e5f70f9654d5"",""c5f7e5ee-abca-49b8-84b4-7d401223ad1c""]"
amazon_amazon_fulfilled_inventory,036bd46c-2098-44d3-bf8d-6996ab186a66,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""Sanders Milk Chocolate"",""asin"":""B07HHF2QT2"",""fnsku"":""X0032NV5AH""}","[""cf48277c-8a1c-42a0-bbb3-d8b11ee3efcb"",""44a8401c-7c0e-48f1-bc8a-b28f4f7f76b0""]"
