source_table,source_row_id,organization_id,store_id,identifiers_json,conflict_product_ids_json
amazon_fba_inventory,0bf5bc33-a4f9-40c8-b463-71df2508dd30,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B092JSHQH7-BOB-VEN"",""asin"":""B092JSHQH7"",""fnsku"":""X003T17BGT"",""title"":""Bob's Red Mill Organic Gluten Free Creamy Buckwheat Hot Cereal, 18 Ounce (Pack of 2)""}","[""8516ccc2-9dd5-4736-920e-ebe83bd3ff80"",""e471da8d-6a58-45a6-9d3e-a8ba48938a90""]"
amazon_fba_inventory,178813ef-515e-4c70-b544-b90e704d64b3,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B092MT4FDS-BOB-VEN"",""asin"":""B092MT4FDS"",""fnsku"":""X003T17BD7"",""title"":""Bob's Red Mill High Fiber Wheat Bran, 16 OZ (Pack of 3)""}","[""b8c11197-feca-4397-9990-13f9ef062055"",""b7146df2-ba6c-40d8-b5ec-884fcb78ad34""]"
amazon_fba_inventory,1855a4ec-e2e6-4b21-a6ea-5324fa4ae47d,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00355699-ven1"",""asin"":""B092MT4FDS"",""fnsku"":""X003B9QY7B"",""title"":""Bob's Red Mill High Fiber Wheat Bran, 16 OZ (Pack of 3)""}","[""b7146df2-ba6c-40d8-b5ec-884fcb78ad34"",""b8c11197-feca-4397-9990-13f9ef062055""]"
amazon_fba_inventory,1fe41ea6-180f-44c7-b88a-51e261a6603c,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B08SRCR2X9-BOB-VEN"",""asin"":""B08SRCR2X9"",""fnsku"":""X003T1G6MJ"",""title"":""Bob's Red Mill Resealable Unsweetened Coconut Flakes 10 Ounce (Pack of 2)""}","[""bbbca668-756d-4be6-a14f-27abeeebf2da"",""534f3514-265a-4325-a19c-14504056d1b8""]"
amazon_fba_inventory,220766a9-87ad-42a7-b94b-9fab12f32d29,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""IQ-NFYY-PMYD"",""asin"":""B0796N4SX1"",""fnsku"":""X001Y7FTWN"",""title"":""Macadamia Nuts | MacFarms Dry Roasted Macadamia Nuts 24 OZ (2 Pack) - Premium Roasted Nuts with Sea Salt Fresh From Hawaii, Sea Salt Flavored Healthy Snack""}","[""14512001-7ebe-4d22-8603-44a4ef2cc1b6"",""d255af20-669a-4574-8adf-108b26f4aa0e""]"
amazon_fba_inventory,23d831f3-3b5d-4f3a-a38e-5fd84b46924d,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B098KH3CHV-VEN"",""asin"":""B098KH3CHV"",""fnsku"":""X004V0NNXR"",""title"":""Boston America Dragonball Z Senzu Beans Candy 1 Collectible Korin Drawstring Bag Sour Green Apple Flavored Candy Green, Brown 2 Ounce (Pack of 1)""}","[""28c23119-46a7-4381-b4f5-ff62f26b1484"",""bd015cce-51ea-44f4-882d-7c5e32761bb6""]"
amazon_fba_inventory,3613db35-9611-4b71-ac9e-a554a7e4397e,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B08LZY8M4P-BOB-VEN"",""asin"":""B08LZY8M4P"",""fnsku"":""X003T1C2X1"",""title"":""Bob's Red Mill Gluten Free Oat Bran, 16 oz (Resealable) (Pack of 2)""}","[""b6cc2cfe-b190-4497-839b-d1929321a235"",""f238c0b9-64a4-4851-b87a-2937caec7c19""]"
amazon_fba_inventory,3bcc6d86-c0ee-4260-bb19-5b80a7a8338a,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B08KYM2XPZ-VEN"",""asin"":""B08KYM2XPZ"",""fnsku"":""X004V0R14J"",""title"":""The Golden Girls Stay Golden Mints in Set of 3 Collectible Tins!""}","[""f43c093f-4e07-4495-ac62-cb449b56a0e2"",""17a5169f-aa37-40ec-a9fb-39bcf2eb5eaa""]"
amazon_fba_inventory,4235b379-3950-46b3-b9f2-02aad6ab52d4,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00310809-ven"",""asin"":""B000YF99GM"",""fnsku"":""X003B9M2TP"",""title"":""Bob's Red Mill, Organic Gluten Free Coconut Flour, 16 Ounce""}","[""ce9a50b0-5355-4455-b744-e247e9174f5e"",""892472fb-71d2-403f-8dd6-8b70db4e0cde""]"
amazon_fba_inventory,491bba2e-8c44-4432-99b1-c035e1cb7b3a,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B09DDB92F7-BOB-VEN"",""asin"":""B09DDB92F7"",""fnsku"":""X003T179FR"",""title"":""Bob's Red Mill Baking Powder, 14 Ounce (Pack of 3)""}","[""b5a31af3-30ed-4040-bebf-db5ff44f0612"",""ffa08abd-d25f-433b-b92d-21728eafbdeb""]"
amazon_fba_inventory,4e011f2d-5a49-4c68-91c6-13e955197c10,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""B08GKYP38B-P101216_2pack"",""asin"":""B08GKYP38B"",""fnsku"":""X003XCFER7"",""title"":""Bob's Red Mill Pan-Baked Granola Maple Sea Salt, 11 Ounce (Pack of 2)""}","[""dc5a0c49-29e5-464f-a2ae-69836718777d"",""5bdfd324-8b8e-4ca3-9ed2-90be7977452a""]"
amazon_fba_inventory,4fa45be3-f3d9-4f39-b1a7-5105a9023217,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""RI-8YIM-PSTN"",""asin"":""B00QVVXDAG"",""fnsku"":""X002TLWEM1"",""title"":""Penn Championship - Extra Duty Felt Pressurized Tennis Balls - (2 Cans, 6 Balls)""}","[""95c71a84-1a45-43c2-8e5b-f46024e9122d"",""4138ba90-4616-490b-8961-faec9799d625"",""04010b6c-708c-4dbc-808d-9d64826b6047""]"
amazon_fba_inventory,527d610e-2ec6-4c95-a4fe-9f9316221d2f,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00316933-ven1"",""asin"":""B09DD9YKVM"",""fnsku"":""X003B9LZ0R"",""title"":""Bob's Red Mill Baking Powder, 14 Ounce (Pack of 2)""}","[""e0055f80-dc10-488a-be9b-4881a153014e"",""580abc21-c936-4b35-9aa8-5ae45a17b2a2""]"
amazon_fba_inventory,597c494e-1ad5-434d-92b0-811370ab4928,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00348614-ven2"",""asin"":""B01LTHL4RA"",""fnsku"":""X003B9QY67"",""title"":""Bob's Red Mill Organic Buckwheat Flour, 22 Ounce, Pack of 2""}","[""790270aa-dd49-48e0-8fab-463927fdff74"",""d0103cbb-36fc-4e63-86e3-1ca4bae21465""]"
amazon_fba_inventory,6cdc4622-c2ad-4088-aadb-65ce5d722fb6,00000000-0000-0000-0000-000000000001,509ee1f6-622c-46a5-8110-7b889ba46c2c,"{""seller_sku"":""keh-00348674-ven1"",""asin"":""B00119O6G8"",""fnsku"":""X003B9M2QX"",""title"":""Bob's Red Mill Organic White Rice Flour, 24 Ounce""}","[""e18562ec-a866-4add-ad3a-af46f6c75b3b"",""c800b1f0-beac-4c9c-b120-2688bc1ec246""]"
